|File|URL|
|2021-03-01-sciencedirect_j.clim.2021.108665.md|https://www.sciencedirect.com/science/article/pii/S1521661621000024?via%3Dihub|
|2021-03-04-microorganisms_microorganisms9030525.md|https://www.mdpi.com/2076-2607/9/3/525/htm|
|2021-03-05-advances-in-nutrition_nmab012.md|https://academic.oup.com/advances/article/12/5/1636/6159489|
|2021-03-05-frontiers-in-public-health_fpubh.2021.624559.md|https://www.frontiersin.org/articles/10.3389/fpubh.2021.624559/full|
|2021-03-08-frontiers-in-immunology_fimmu.2021.648546.md|https://www.frontiersin.org/articles/10.3389/fimmu.2021.648546/full|
|2021-03-09-international-journal-of-environmental-research-and-public-health_ijerph18052772.md|https://www.mdpi.com/1660-4601/18/5/2772/htm|
|2021-03-10-current-tropical-medicine-reports_s40475-021-00236-3.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8010782/|
|2021-03-10-nutrition-metabolism-and-cardiovascular-diseases_j.numecd.2020.12.001.md|https://www.nmcd-journal.com/article/S0939-4753(20)30509-3/fulltext|
|2021-03-13-diabetes-and-metabolic-syndrome-clinical-research-and-reviews.md|https://www.sciencedirect.com/science/article/pii/S1871402121000746|
|2021-03-13-european-journal-of-pharmacology_j.ejphar.2021.174031.md|https://www.sciencedirect.com/science/article/pii/S0014299921001849|
|2021-03-16-endocrine-practice_j.eprac.2021.03.006.md|https://www.endocrinepractice.org/article/S1530-891X(21)00087-2/fulltext|
|2021-03-23-clinical-nutrition-espen_j.clnesp.2021.03.012.md|https://clinicalnutritionespen.com/article/S2405-4577(21)00114-5/fulltext|
|2021-03-23-current-nutrition-reports_s13668-021-00354-4.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8033553/|
|2021-03-24-metabolism_j.metabol.2021.154753.md|https://www.metabolismjournal.com/article/S0026-0495(21)00053-6/fulltext|
|2021-03-26-journal-of-steroid-biochemistry-and-molecular-biology_j.jsbmb.2021.105883.md|https://www.sciencedirect.com/science/article/pii/S0960076021000765|
|2021-03-29-frontiers-in-nutrition_fnut.2021.660420.md|https://www.frontiersin.org/articles/10.3389/fnut.2021.660420/full|
|2021-03-29-journal-of-diabetes-and-metabolic-disorders_s40200-021-00775-6.md|https://link.springer.com/article/10.1007%2Fs40200-021-00775-6|
|2021-04-07-excli-journal_excli2021-3530.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8144537/|
|2021-04-09-NEnglJMed_NEJMoa2104840.md|https://www.nejm.org/doi/10.1056/NEJMoa2104840|
|2021-04-12-nutrients_nu13041261.md|https://www.mdpi.com/2072-6643/13/4/1261/htm|
|2021-04-13-review-in-endocrine-and-metabolic-disorders_s11154-021-09655-z.md|https://link.springer.com/article/10.1007%2Fs11154-021-09655-z|
|2021-04-17-elsevier_j.legalmed.2021.101895x-.md|https://pubmed.ncbi.nlm.nih.gov/33895650/|
|2021-04-17-international-immunopharmacology_j.intimp.2021.107686.md|https://www.sciencedirect.com/science/article/pii/S1567576921003222|
|2021-04-17-nutrients_nu13041339.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8073922/|
|2021-04-20-the-lancet_S2666-5247(21)00069-0.md|https://www.thelancet.com/journals/lanmic/article/PIIS2666-5247(21)00069-0/fulltext|
|2021-04-21-the-lancet_S0140-6736(21)00675-9.md|https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)00675-9/fulltext|
|2021-04-21-the-new-england-journal-of-medicine-_NEJMoa2104983-x.md|https://www.nejm.org/doi/10.1056/NEJMoa2104983|
|2021-04-22-advances-in-respiratory-medicine_ARM.a2021.0037.md|https://journals.viamedica.pl/advances_in_respiratory_medicine/article/view/ARM.a2021.0037/55715|
|2021-04-23-NewMicrobesandNewInfections_j.nmni.2021.100884.md|https://www.sciencedirect.com/science/article/pii/S2052297521000482|
|2021-04-28-the-lancet_S2213-8587(21)00089-9.md|https://www.thelancet.com/journals/landia/article/PIIS2213-8587(21)00089-9/fulltext|
|2021-04-29-italian-journal-of-dermatology-and-venereology_S2784-8671.21.06833-4.md|https://www.minervamedica.it/en/freehtml.php?cod=R23Y2021N03A0366|
|2021-05-01-european-review-for-medical-and-pharmacological-sciences_eurrev_202105_25963.md|https://www.europeanreview.org/wp/wp-content/uploads/3923-3932.pdf|
|2021-05-02-TheAmericanJournalofEmergencyMedicine_j.ajem.2021.05.001.md|https://www.sciencedirect.com/science/article/pii/S0735675721003764|
|2021-05-04-msystems_mSystems.00122-21.md|https://journals.asm.org/doi/10.1128/mSystems.00122-21|
|2021-05-05-current-nutrition-reports_s13668-021-00356-2.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8096627/|
|2021-05-06-medrxiv_2021.05.03.21256520 .md|https://www.medrxiv.org/content/10.1101/2021.05.03.21256520v1.full|
|2021-05-14-foods_foods10051088.md|https://www.mdpi.com/2304-8158/10/5/1088/htm|
|2021-05-15-journal-of-trace-elements-in-medicine-and-biology_j.jtemb.2021.126789.md|https://www.sciencedirect.com/science/article/pii/S0946672X21000791|
|2021-05-16-international-journal-of-molecular-sciences_ijms22105251.md|https://www.mdpi.com/1422-0067/22/10/5251/htm|
|2021-05-18-JournalAutoimmunity_j.jaut.2021.102663.md|https://www.sciencedirect.com/science/article/pii/S0896841121000718|
|2021-05-18-sage-open-medicine_20503121211014073.md|https://journals.sagepub.com/doi/10.1177/20503121211014073|
|2021-05-19-JournalAutoimmunity_j.jaut.2021.102662.md|https://www.sciencedirect.com/science/article/pii/S0896841121000706|
|2021-05-19-healt-promotion-perspectives_hpp.2021.17.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8233676/|
|2021-05-19-journal-of-medical-virology_jmv.27075 .md|https://europepmc.org/article/MED/33990955|
|2021-05-19-journal-of-nutrition_nxab059.md|https://academic.oup.com/jn/article/151/7/1854/6274856|
|2021-05-19-monthly-journal-of-the-association-of-physicians_hcab009..md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7928587/|
|2021-05-19-nutrients_nu13051714.md|https://www.mdpi.com/2072-6643/13/5/1714/htm|
|2021-05-20-scientific-reports_s41598-021-90189-4.md|https://www.nature.com/articles/s41598-021-90189-4|
|2021-05-21-nutrients_nu13061760.md|https://www.mdpi.com/2072-6643/13/6/1760/htm|
|2021-05-24-advances-in-food-and-nutrition-research_bs.afnr.2021.01.003.md|https://www.sciencedirect.com/science/article/abs/pii/S1043452621000036|
|2021-05-26-nutrition_j.nut.2021.111356.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8149468/|
|2021-05-28-bmj-open_bmjopen-2020-043737.md|https://bmjopen.bmj.com/content/11/5/e043737|
|2021-05-28-nlm_mmwr.mm7021e3.md|https://pubmed.ncbi.nlm.nih.gov/34043615/|
|2021-05-29-inflammopharmacology_s10787-021-00826-7 .md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8190991/|
|2021-05-31-nutrients_nu13061898.md|https://www.mdpi.com/2072-6643/13/6/1898/htm|
|2021-06-01-sciencedirect_j.jaut.2021.102685.md|https://www.sciencedirect.com/science/article/pii/S0896841121000937?via%3Dihub|
|2021-06-01-sciencedirect_j.virusres.2021.198466.md|https://www.sciencedirect.com/science/article/pii/S0168170221001738?via%3Dihub|
|2021-06-03_nutrients_nu13061924.md|https://www.mdpi.com/2072-6643/13/6/1924/htm|
|2021-06-04-the-lancet_j.ebiom.2021.103410.md|https://www.thelancet.com/journals/ebiom/article/PIIS2352-3964(21)00203-6/fulltext|
|2021-06-07-the-journal-of-clinical-endocrinology-and-metabolism_dgab405.md|https://academic.oup.com/jcem/article/106/10/e4017/6294179|
|2021-06-08-ThrombosisResearch_j.thromres.2021.05.018.md|https://www.thrombosisresearch.com/article/S0049-3848(21)00357-1/fulltext#%20|
|2021-06-08-international-journal-of-general-medicine_IJGM.S318720.md|https://www.dovepress.com/possible-therapeutic-effects-of-adjuvant-quercetin-supplementation-aga-peer-reviewed-fulltext-article-IJGM|
|2021-06-09-taylor-francis_22221751.2021.1942230.md|https://www.tandfonline.com/doi/full/10.1080/22221751.2021.1942230|
|2021-06-09-the-lancet_j.eclinm.2021.100941.md|https://www.thelancet.com/journals/eclinm/article/PIIS2589-5370(21)00221-2/fulltext|
|2021-06-11-international-journal-of-molecular-sciences_ijms22126278.md|https://www.mdpi.com/1422-0067/22/12/6278/htm|
|2021-06-12-journal-of-endocrinological-investigation_s40618-021-01614-4.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8223190/|
|2021-06-13-nutrition-research_j.nutres.2021.05.008.md|https://www.sciencedirect.com/science/article/pii/S0271531721000300|
|2021-06-16-clinical-medicine-journal_clinmed.2021-0035.md|https://www.rcpjournals.org/content/clinmedicine/21/2/e144|
|2021-06-17-IntJLabHematol_ijlh.13629.md|https://onlinelibrary.wiley.com/doi/10.1111/ijlh.13629|
|2021-06-18-MetabolismOpen_j.metop.2021.100101.md|https://www.sciencedirect.com/science/article/pii/S2589936821000256|
|2021-06-21-inflammopharmacology_s10787-021-00835-6 .md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8239482/|
|2021-06-22-international-journal-of-general-medicine_IJGM.S317421.md|https://www.dovepress.com/the-relationship-between-vitamin-d-and-infections-including-covid-19-a-peer-reviewed-fulltext-article-IJGM|
|2021-06-23-clinical-endocrinology_cen.14540.md|https://onlinelibrary.wiley.com/doi/10.1111/cen.14540|
|2021-06-23-european-journal-of-clinical-nutrition_s41430-021-00949-8.md|https://www.nature.com/articles/s41430-021-00949-8|
|2021-06-24-nlm_s40618-021-01614-4.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8223190/|
|2021-06-24-nutrients_nu13072170.md|https://www.mdpi.com/2072-6643/13/7/2170/htm|
|2021-06-25-antioxidants_antiox10071031.md|https://www.mdpi.com/2076-3921/10/7/1031/htm|
|2021-06-28-nutrients_nu13072216.md|https://www.mdpi.com/2072-6643/13/7/2216/htm|
|2021-06-29-jama-cardiology_jamacardio.2021.2833-x.md|https://jamanetwork.com/journals/jamacardiology/fullarticle/2781601|
|2021-07-01-sciencedirect_j.ijantimicag.2020.105949.md|https://www.sciencedirect.com/science/article/pii/S0924857920300996?via%3Dihub|
|2021-07-02-cardiology-journal_CJ.a2021.0072.md|https://journals.viamedica.pl/cardiology_journal/article/view/83912|
|2021-07-05-environmental-research-and-public-health_ijerph18137212.md|https://www.mdpi.com/1660-4601/18/13/7212/htm|
|2021-07-06-nlm_2515690X211026193.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8264737/|
|2021-07-07-gene-reports_j.genrep.2021.101270.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8260490/|
|2021-07-07-revista-brasileira-de-farmacognosia_s43450-021-00179-w.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8412872/|
|2021-07-09-Nature_s41586-021-03744-4.md|https://www.nature.com/articles/s41586-021-03744-4|
|2021-07-09-revista-da-associacao-medica-brasileira_1806-9282.67.Suppl1.20200673.md|https://www.scielo.br/j/ramb/a/mjPLw33NLn9qyCW3yL38GZK/?lang=en|
|2021-07-09-therapeutic-advances-in-psychopharmacology_20451253211027699.md|https://journals.sagepub.com/doi/10.1177/20451253211027699|
|2021-07-13-theranostics_thno.59293.md|https://www.thno.org/v11p8234.htm|
|2021-07-14-sciencedirect_j.chom.2021.05.010.md|https://www.sciencedirect.com/science/article/pii/S1931312821002389|
|2021-07-15-the-lancet_S0140-6736(21)01642-1.md|https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)01642-1/fulltext|
|2021-07-22-taylor-francis_22221751.2021.1953403.md|https://www.tandfonline.com/doi/full/10.1080/22221751.2021.1953403|
|2021-07-23-the-lancet_j.eclinm.2021.101038.md|https://www.thelancet.com/journals/eclinm/article/PIIS2589-5370(21)00318-7/fulltext|
|2021-07-27-biomedicine-and-pharmacotherapy_j.biopha.2021.111956.md|https://www.sciencedirect.com/science/article/pii/S0753332221007381|
|2021-07-28-cochrane-library_14651858.CD015017.pub2.md|https://www.cochranelibrary.com/cdsr/doi/10.1002/14651858.CD015017.pub2/full|
|2021-07-28-current-opinion-in-critical-care_MCC.0000000000000862.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8452248/|
|2021-07-29-Blood_blood.2021011958.md|https://www.sciencedirect.com/science/article/pii/S0006497121009411|
|2021-07-29-journal-of-steroid-biochemistry-and-molecular-biology_j.jsbmb.2021.105958.md|https://www.sciencedirect.com/science/article/pii/S0960076021001515|
|2021-07-29-reviews-in-endocrine-and-metabolic-disorders_s11154-021-09679-5.md|https://link.springer.com/article/10.1007%2Fs11154-021-09679-5|
|2021-07-30-archives-of-microbiology_s00203-021-02482-5.md|https://link.springer.com/article/10.1007/s00203-021-02482-5|
|2021-07-30-medrxiv_2021.07.27.21261237 .md|https://www.medrxiv.org/content/10.1101/2021.07.27.21261237v1.full|
|2021-08-03-JNeurolSci_j.jns.2021.117607.md|https://www.jns-journal.com/article/S0022-510X(21)00301-4/fulltext|
|2021-08-03-JNeurolSci_v13102056.md|https://www.jns-journal.com/article/S0022-510X(21)00301-4/fulltext|
|2021-08-03-experimental-gerontology_j.exger.2021.111507.md|https://www.sciencedirect.com/science/article/pii/S0531556521002898|
|2021-08-05-ann-med-surg_j.amsu.2021.102661.md|https://pubmed.ncbi.nlm.nih.gov/34377451/|
|2021-08-06-international-journal-of-clinical-practice_ijcp.14675.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8420549/|
|2021-08-06-nlm_mmwr.mm7031e2 .md|https://pubmed.ncbi.nlm.nih.gov/34351882/|
|2021-08-06-the-lancet_S0140-6736(21)01608-1.md|https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)01608-1/fulltext|
|2021-08-08-international-journal-of-molecular-sciences_ijms22168532.md|https://www.mdpi.com/1422-0067/22/16/8532/htm|
|2021-08-09-biological-trace-element-research_s12011-021-02859-z.md|https://link.springer.com/article/10.1007%2Fs12011-021-02859-z|
|2021-08-10-JAMACardiology_jamacardio.2021.3444.md|https://jamanetwork.com/journals/jamacardiology/fullarticle/2783051|
|2021-08-15-international-journal-of-physiology-pathophysiology-and-pharmacology.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8446775/|
|2021-08-15-phytotherapy-research_ptr.7228.md|https://onlinelibrary.wiley.com/doi/10.1002/ptr.7228|
|2021-08-17-biological-trace-element-research_s12011-021-02893-x.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8391869/|
|2021-08-18-international-journal-of-clinical-practice_ijcp.146495.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8420259/|
|2021-08-20-international-journal-of-molecular-sciences_ijms22168988.md|https://www.mdpi.com/1422-0067/22/16/8988/htm|
|2021-08-20-saudi-journal-of-biological-sciences_j.sjbs.2021.08.040.md|https://www.sciencedirect.com/science/article/pii/S1319562X21007282|
|2021-08-21-medical-archives_ medarh.2021.75.307-312.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8563044/|
|2021-08-21-reviews-in-endocrine-and-metabolic-disorders_s11154-021-09683-9.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8460842/|
|2021-08-21-sciencedirect_S0262-4079(21)01448-2.md|https://www.sciencedirect.com/science/article/pii/S0262407921014482?via%3Dihub|
|2021-08-23-vaccines_vaccines9080938.md|https://www.mdpi.com/2076-393X/9/8/938/htm|
|2021-08-26-the-lancet_j.ebiom.2021.103561.md|https://www.thelancet.com/journals/ebiom/article/PIIS2352-3964(21)00354-6/fulltext|
|2021-08-28-molecular-and-cellular-biochemistry_s11010-021-04245-8.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8401347/|
|2021-08-30-current-surgery-reports_s40137-021-00301-w.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8404541/|
|2021-08-31-sports_sports9090121.md|https://www.mdpi.com/2075-4663/9/9/121/htm|
|2021-09-01-sciencedirect_j.nmni.2021.100924.md|https://www.sciencedirect.com/science/article/pii/S2052297521000883?via%3Dihub|
|2021-09-07-frontiers-in-nutrition_fnut.2021.674258.md|https://www.frontiersin.org/articles/10.3389/fnut.2021.674258/full|
|2021-09-08-frontiers-in-pediatrics_fped.2021.695703.md|https://www.frontiersin.org/articles/10.3389/fped.2021.695703/full|
|2021-09-11-MetabolismOpen_j.metop.2021.100101.md|https://www.sciencedirect.com/science/article/pii/S2589936821000256?via%3Dihub|
|2021-09-13-international-journal-of-molecular-sciences_ijms22189889.md|https://www.mdpi.com/1422-0067/22/18/9889/htm|
|2021-09-13-the-lancet_S0140-6736(21)02046-8.md|https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)02046-8/fulltext|
|2021-09-14-sciencedirect_j.toxrep.2021.08.010.md|https://www.sciencedirect.com/science/article/pii/S221475002100161X?via%3Dihub|
|2021-09-15-ThrombJ._s12959-021-00318-2.md|https://thrombosisjournal.biomedcentral.com/articles/10.1186/s12959-021-00318-2|
|2021-09-20-endocrine-connections_EC-21-0184.md|https://ec.bioscientifica.com/view/journals/ec/10/9/EC-21-0184.xml|
|2021-09-21-environmental-chemistry-letters_s10311-021-01321-9.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8453031/|
|2021-09-22-Medicina_medicina57100997.md|https://www.mdpi.com/1648-9144/57/10/997|
|2021-09-23-epidemiology-and-health_epih.e2021074.md|https://www.e-epih.org/journal/view.php?doi=10.4178/epih.e2021074|
|2021-09-23-scientific-world-journal_9632034.md|https://www.hindawi.com/journals/tswj/2021/9632034/|
|2021-09-25-nutrients_nu13103596.md|https://www.medrxiv.org/content/10.1101/2021.09.22.21263977v1|
|2021-09-26-nutrients_nu13103378.md|https://www.mdpi.com/2072-6643/13/10/3378/htm|
|2021-09-26-nutrients_nu13103385.md|https://www.mdpi.com/2072-6643/13/10/3385/htm|
|2021-09-27-clinical-nutrition-espen_j.clnesp.2021.09.744.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8487093/|
|2021-09-29-international-journal-of-environmental-research-and-public-health_ijerph181910271.md|https://www.mdpi.com/1660-4601/18/19/10271/htm|
|2021-09-29-international-journal-of-molecular-sciences_ijms221910559.md|https://www.mdpi.com/1422-0067/22/19/10559/htm|
|2021-09-30-nature_s10654-021-00808-7.md|https://link.springer.com/article/10.1007/s10654-021-00808-7|
|2021-10-01-ecotoxicology-and-environmental-safety_j.ecoenv.2021.112500.md|https://www.sciencedirect.com/science/article/pii/S0147651321006126|
|2021-10-01-sciencedirect_j.cpcardiol.2021.101011.md|https://www.sciencedirect.com/science/article/pii/S0146280621002267?via%3Dihub|
|2021-10-02-journal-of-personalized-medicine_jpm11100999.md|https://www.mdpi.com/2075-4426/11/10/999/htm|
|2021-10-04-journal-of-infection-and-public-health_j.jiph.2021.09.022.md|https://www.sciencedirect.com/science/article/pii/S1876034121003130|
|2021-10-05-medrxiv_2021.09.28.21264262.md|https://www.medrxiv.org/content/10.1101/2021.09.28.21264262v2.full|
|2021-10-06-drugs-in-context_dic.2021-6-2.md|https://www.drugsincontext.com/vitamins-supplements-and-covid-19-a-review-of-currently-available-evidence/|
|2021-10-08-cardiology-journal_CJ.a2021.0122.md|https://journals.viamedica.pl/cardiology_journal/article/view/85559|
|2021-10-08-elsevier_j.vaccine.2021.09.004-x.md|https://www.sciencedirect.com/science/article/pii/S0264410X21011725?via%3Dihub|
|2021-10-08-science_science.abh1823.md|https://www.science.org/doi/10.1126/science.abh1823|
|2021-10-09-Infection_s15010-021-01712-8.md|https://link.springer.com/article/10.1007%2Fs15010-021-01712-8|
|2021-10-09-medicina_medicina57101079.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8537350/|
|2021-10-10-current-nutrition-reports_s13668-021-00380-2.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8627159/|
|2021-10-11-journal-of-clinical-medicine_jcm10204656.md|https://www.mdpi.com/2077-0383/10/20/4656/htm|
|2021-10-13-mdpi-viruses_v13102056.md|https://www.mdpi.com/1999-4915/13/10/2056|
|2021-10-13-viruses_v13102056.md|https://www.mdpi.com/1999-4915/13/10/2056|
|2021-10-14-beni-suef-university-journal-of-basic-and-applied-sciences_s43088-021-00163-2.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8554510/|
|2021-10-14-nutrients_nu13103596.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8541492/|
|2021-10-15-the-journal-of-immunology_jimmunol.2100637.md|https://www.jimmunol.org/content/early/2021/10/11/jimmunol.2100637|
|2021-10-17-international-journal-of-environmental-research-and-public-health_ijerph182010910.md|https://www.mdpi.com/1660-4601/18/20/10910/htm|
|2021-10-18-international-journal-of-environmental-research-and-public-health_ijerph182010950.md|https://pubmed.ncbi.nlm.nih.gov/34682694/|
|2021-10-20-frontiers-in-psychology_fpsyg.2021.759987.md|https://www.frontiersin.org/articles/10.3389/fpsyg.2021.759987/full|
|2021-10-24-biological-trace-element-research_s12011-021-02997-4.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8569840/?s=03|
|2021-10-25-international-journal-of-molecular-sciences_ijms222111483.md|https://www.mdpi.com/1422-0067/22/21/11483/htm|
